Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
18176,Objective-C,Java,SQLite,Oracle,iOS,AWS,Angular/Angular.js,Spring,Xcode
18178,C,HTML/CSS,MySQL,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Eclipse
18180,JavaScript,JavaScript,DynamoDB,DynamoDB,AWS,AWS,Express,React.js,Vim
18181,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Android,Raspberry Pi,jQuery,jQuery,Eclipse
18182,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,MacOS,MacOS,Angular/Angular.js,React.js,Notepad++
18183,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,MongoDB,AWS,AWS,jQuery,jQuery,IntelliJ
18185,Bash/Shell/PowerShell,C#,PostgreSQL,Elasticsearch,Google Cloud Platform,Docker,Angular/Angular.js,Angular/Angular.js,Vim
18188,Ruby,JavaScript,PostgreSQL,PostgreSQL,MacOS,MacOS,Ruby on Rails,React.js,RubyMine
18191,C,C,MySQL,MySQL,Slack,Android,React.js,Angular/Angular.js,Android Studio
18193,JavaScript,C++,MySQL,MySQL,Docker,Docker,Angular/Angular.js,React.js,Visual Studio Code
18196,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,Google Cloud Platform,Drupal,React.js,Visual Studio Code
18198,Java,Go,Elasticsearch,Elasticsearch,AWS,Docker,Angular/Angular.js,Spring,IntelliJ
18208,HTML/CSS,Go,MariaDB,MongoDB,Docker,Android,Django,Django,IPython / Jupyter
18209,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Raspberry Pi,Kubernetes,ASP.NET,Angular/Angular.js,Notepad++
18210,HTML/CSS,Go,MariaDB,MariaDB,Linux,Android,jQuery,jQuery,Eclipse
18211,C,C,MariaDB,Firebase,AWS,AWS,Drupal,Express,Sublime Text
18214,C++,C++,MariaDB,MariaDB,Linux,Android,ASP.NET,ASP.NET,NetBeans
18217,C#,Python,Firebase,MongoDB,Android,Android,Angular/Angular.js,Django,Atom
18219,Assembly,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,AWS,jQuery,jQuery,Atom
18220,Bash/Shell/PowerShell,Python,DynamoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18221,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
18226,C#,C,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,ASP.NET,Emacs
18232,Assembly,Assembly,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Django,Android Studio
18233,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Android,Android,Ruby on Rails,Ruby on Rails,Vim
18236,HTML/CSS,JavaScript,MariaDB,Elasticsearch,Linux,Docker,jQuery,Vue.js,IntelliJ
18237,HTML/CSS,Go,Couchbase,Couchbase,AWS,AWS,Express,Express,Eclipse
18239,Bash/Shell/PowerShell,Rust,PostgreSQL,MariaDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18240,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,AWS,AWS,Express,Express,Vim
18241,C#,C#,MongoDB,Microsoft SQL Server,AWS,Android,Other(s):,Other(s):,Visual Studio
18242,C++,C++,Elasticsearch,Elasticsearch,Arduino,Arduino,Express,Vue.js,IntelliJ
18243,C#,C++,MariaDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
18246,Java,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Linux,Linux,Spring,jQuery,IntelliJ
18247,Assembly,C#,MariaDB,Elasticsearch,Docker,Android,Flask,Flask,IntelliJ
18248,HTML/CSS,Dart,Microsoft SQL Server,Cassandra,Linux,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18250,Go,Go,DynamoDB,Elasticsearch,AWS,AWS,Django,Django,IPython / Jupyter
18251,C#,Java,Microsoft SQL Server,Oracle,MacOS,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18255,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text
18258,HTML/CSS,Bash/Shell/PowerShell,DynamoDB,Elasticsearch,Android,Android,React.js,Angular/Angular.js,Android Studio
18260,Bash/Shell/PowerShell,Clojure,DynamoDB,Elasticsearch,AWS,Docker,Other(s):,Other(s):,Emacs
18263,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Flask,Flask,IPython / Jupyter
18264,C++,Go,Elasticsearch,MySQL,Docker,Docker,Spring,Other(s):,IntelliJ
18267,JavaScript,JavaScript,MongoDB,MongoDB,AWS,AWS,Flask,Flask,PyCharm
18271,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,ASP.NET,Visual Studio
18274,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
18275,Java,C#,DynamoDB,DynamoDB,AWS,AWS,Spring,Spring,IntelliJ
18276,HTML/CSS,HTML/CSS,Firebase,MySQL,Android,Android,jQuery,React.js,IntelliJ
18277,C,HTML/CSS,Firebase,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18279,Assembly,C#,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18280,Bash/Shell/PowerShell,JavaScript,MariaDB,MariaDB,AWS,AWS,jQuery,Angular/Angular.js,Notepad++
18282,JavaScript,Go,PostgreSQL,Cassandra,Docker,Docker,jQuery,Angular/Angular.js,Emacs
18284,C#,C#,PostgreSQL,PostgreSQL,Windows,Linux,Angular/Angular.js,ASP.NET,Eclipse
18286,C#,C#,Microsoft SQL Server,Other(s):,Android,Docker,Angular/Angular.js,ASP.NET,Vim
18288,Bash/Shell/PowerShell,Python,Microsoft SQL Server,Elasticsearch,AWS,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18291,Swift,Swift,SQLite,SQLite,iOS,iOS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18292,Java,Java,DynamoDB,Cassandra,AWS,AWS,Angular/Angular.js,React.js,IntelliJ
18293,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Docker,AWS,Django,Django,IntelliJ
18295,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
18298,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,WordPress,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
18301,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Firebase,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
18309,Go,Go,Elasticsearch,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,PyCharm
18310,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,React.js,React.js,Atom
18312,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,MySQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18315,Assembly,Bash/Shell/PowerShell,Oracle,Firebase,Arduino,Docker,Drupal,Express,Android Studio
18316,C#,C#,Other(s):,Other(s):,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
18319,Bash/Shell/PowerShell,Elixir,Firebase,Cassandra,Android,Android,Express,Django,IntelliJ
18323,C,C,Firebase,DynamoDB,Android,Android,ASP.NET,ASP.NET,Android Studio
18326,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Linux,Android,ASP.NET,ASP.NET,Notepad++
18327,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,jQuery,Angular/Angular.js,Android Studio
18328,Assembly,HTML/CSS,MariaDB,MariaDB,Android,Android,Django,Express,Android Studio
18329,JavaScript,JavaScript,MySQL,MySQL,MacOS,MacOS,Express,Express,Visual Studio Code
18331,C++,C++,PostgreSQL,PostgreSQL,Linux,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
18334,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,AWS,AWS,Django,Django,IntelliJ
18335,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Visual Studio
18337,JavaScript,Swift,Firebase,Firebase,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Sublime Text
18342,Java,Java,MariaDB,MariaDB,Docker,Android,jQuery,React.js,IntelliJ
18345,C#,C#,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
18346,Go,Go,MySQL,MySQL,Android,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18347,C++,C++,PostgreSQL,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
18348,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,Flask,Flask,IntelliJ
18349,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Arduino,Arduino,Express,Express,Vim
18350,Java,C++,Microsoft SQL Server,Elasticsearch,Android,Android,Express,Express,Android Studio
18351,Go,Go,MySQL,MySQL,Heroku,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Emacs
18352,HTML/CSS,C++,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
18355,Go,Go,MySQL,Cassandra,Docker,Docker,Laravel,React.js,Atom
18356,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Atom
18359,C,Java,Firebase,Firebase,Android,Android,Express,Express,Android Studio
18361,C#,HTML/CSS,Microsoft SQL Server,Elasticsearch,Android,AWS,Angular/Angular.js,Angular/Angular.js,Atom
18362,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Google Cloud Platform,Google Cloud Platform,Express,Express,Sublime Text
18365,Python,Clojure,MySQL,Cassandra,AWS,Android,jQuery,Angular/Angular.js,IntelliJ
18366,Bash/Shell/PowerShell,Assembly,MongoDB,Elasticsearch,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
18373,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Emacs
18374,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Android,Android,Django,Django,Android Studio
18375,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
18376,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Emacs
18379,C++,C#,MariaDB,MariaDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
18382,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Android,Android,jQuery,jQuery,Notepad++
18384,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Linux,AWS,ASP.NET,Angular/Angular.js,IntelliJ
18385,Assembly,C++,MongoDB,PostgreSQL,Android,Android,Flask,Django,Android Studio
18387,Elixir,Go,Elasticsearch,Elasticsearch,AWS,Kubernetes,Angular/Angular.js,Vue.js,Visual Studio Code
18389,Bash/Shell/PowerShell,JavaScript,Microsoft SQL Server,Elasticsearch,Docker,Docker,Express,Express,Atom
18392,Bash/Shell/PowerShell,JavaScript,PostgreSQL,Firebase,Android,Docker,Angular/Angular.js,React.js,Atom
18393,Bash/Shell/PowerShell,C#,SQLite,MySQL,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
18394,HTML/CSS,HTML/CSS,Microsoft SQL Server,PostgreSQL,Android,Android,Laravel,Django,Visual Studio Code
18396,C#,C#,MongoDB,MongoDB,Docker,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
18398,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,Docker,Angular/Angular.js,Django,IPython / Jupyter
18400,Assembly,Assembly,SQLite,Elasticsearch,Arduino,Arduino,Express,Angular/Angular.js,Vim
18403,Assembly,Assembly,Elasticsearch,MariaDB,Android,Android,jQuery,Angular/Angular.js,IntelliJ
18404,C#,C#,Firebase,Firebase,Android,Android,ASP.NET,ASP.NET,Eclipse
18407,HTML/CSS,Go,MySQL,Elasticsearch,AWS,Android,jQuery,Laravel,Atom
18410,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Windows,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
18414,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Android,Angular/Angular.js,ASP.NET,PHPStorm
18415,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,AWS,AWS,Angular/Angular.js,Express,Sublime Text
18416,Assembly,C#,MariaDB,Firebase,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
18417,Bash/Shell/PowerShell,C#,MySQL,Elasticsearch,Docker,AWS,Angular/Angular.js,Vue.js,PHPStorm
18418,HTML/CSS,JavaScript,Elasticsearch,Elasticsearch,Linux,Linux,Express,Express,Sublime Text
18422,Bash/Shell/PowerShell,Assembly,Cassandra,Elasticsearch,Docker,AWS,Django,Django,IPython / Jupyter
18424,Bash/Shell/PowerShell,Java,Microsoft SQL Server,MongoDB,Linux,Android,jQuery,Spring,Eclipse
18425,HTML/CSS,HTML/CSS,MariaDB,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
18427,Assembly,Assembly,MongoDB,MongoDB,Android,Android,Express,Express,Android Studio
18428,Bash/Shell/PowerShell,Elixir,MariaDB,Elasticsearch,WordPress,AWS,Angular/Angular.js,Express,PHPStorm
18429,HTML/CSS,Dart,Firebase,Firebase,Android,Android,Angular/Angular.js,Django,Android Studio
18430,C#,TypeScript,Firebase,Redis,Android,AWS,ASP.NET,Angular/Angular.js,Android Studio
18431,C,Bash/Shell/PowerShell,DynamoDB,Elasticsearch,Android,Docker,Express,Angular/Angular.js,Visual Studio Code
18435,C#,C++,Firebase,Microsoft SQL Server,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
18436,C#,C#,Oracle,Oracle,Android,Android,ASP.NET,ASP.NET,Android Studio
18437,C#,F#,Microsoft SQL Server,Elasticsearch,Kubernetes,Raspberry Pi,React.js,React.js,Visual Studio
18438,Java,Kotlin,Firebase,Firebase,Android,Android,Django,Django,Android Studio
18439,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18441,C#,C#,MariaDB,Microsoft SQL Server,Other(s):,Other(s):,ASP.NET,ASP.NET,Notepad++
18443,Bash/Shell/PowerShell,C,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Django,Emacs
18444,Bash/Shell/PowerShell,Java,DynamoDB,MongoDB,AWS,AWS,Spring,Spring,IntelliJ
18446,C,HTML/CSS,Microsoft SQL Server,Firebase,Linux,Linux,jQuery,jQuery,Sublime Text
18452,Java,Java,DynamoDB,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18456,HTML/CSS,HTML/CSS,MariaDB,MariaDB,AWS,AWS,Django,Django,PHPStorm
18458,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,AWS,ASP.NET,ASP.NET,Visual Studio
18460,HTML/CSS,HTML/CSS,MongoDB,Firebase,AWS,Windows,Angular/Angular.js,Angular/Angular.js,IntelliJ
18462,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MySQL,Arduino,AWS,Flask,Flask,IPython / Jupyter
18464,Bash/Shell/PowerShell,Erlang,DynamoDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
18466,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
18467,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,Android,Express,Express,Android Studio
18472,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Redis,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
18473,HTML/CSS,HTML/CSS,PostgreSQL,Elasticsearch,AWS,AWS,jQuery,React.js,Visual Studio Code
18479,C#,C#,MariaDB,MariaDB,MacOS,MacOS,ASP.NET,ASP.NET,Visual Studio
18480,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
18481,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,AWS,Angular/Angular.js,Express,Visual Studio Code
18485,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Android,Raspberry Pi,Express,Express,PHPStorm
18486,C++,C++,Microsoft SQL Server,Elasticsearch,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
18489,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,Windows,ASP.NET,ASP.NET,Sublime Text
18491,Go,Go,MongoDB,Cassandra,AWS,Android,Express,Express,Vim
18493,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,AWS,Arduino,Flask,Flask,Vim
18495,Bash/Shell/PowerShell,R,MariaDB,Elasticsearch,Heroku,Android,Angular/Angular.js,Ruby on Rails,Eclipse
18499,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Elasticsearch,Android,AWS,Express,Angular/Angular.js,IntelliJ
18500,Bash/Shell/PowerShell,JavaScript,PostgreSQL,DynamoDB,AWS,Android,React.js,React.js,Emacs
18501,Assembly,Bash/Shell/PowerShell,MariaDB,Cassandra,Linux,AWS,jQuery,Angular/Angular.js,NetBeans
18503,C#,C#,PostgreSQL,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,IntelliJ
18505,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Oracle,Linux,AWS,Spring,Angular/Angular.js,Eclipse
18506,C#,C#,Firebase,Firebase,Windows,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
18507,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Laravel,Django,IPython / Jupyter
18509,C#,C#,Firebase,PostgreSQL,Android,Docker,Express,Express,PyCharm
18510,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,Ruby on Rails,Eclipse
18512,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Docker,MacOS,jQuery,React.js,Visual Studio Code
18513,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Slack,AWS,jQuery,Angular/Angular.js,NetBeans
18515,C#,C#,PostgreSQL,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18519,Bash/Shell/PowerShell,Java,MongoDB,PostgreSQL,AWS,AWS,Flask,Flask,IntelliJ
18522,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Spring,Spring,Android Studio
18523,Dart,Dart,Firebase,Couchbase,Android,Android,Angular/Angular.js,Express,Android Studio
18526,Ruby,Elixir,MySQL,PostgreSQL,Docker,Docker,Ruby on Rails,Other(s):,Sublime Text
18529,Bash/Shell/PowerShell,C#,MongoDB,Microsoft SQL Server,Arduino,Arduino,Angular/Angular.js,ASP.NET,Visual Studio
18530,Bash/Shell/PowerShell,C++,Elasticsearch,SQLite,AWS,Linux,Angular/Angular.js,Angular/Angular.js,Sublime Text
18533,Dart,Dart,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18534,C,C,Elasticsearch,Elasticsearch,Android,Android,Express,Express,Android Studio
18536,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,Android,ASP.NET,Angular/Angular.js,Visual Studio
18537,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Android,React.js,React.js,IntelliJ
18538,C#,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Windows,AWS,Angular/Angular.js,Django,Visual Studio
18539,PHP,Java,Elasticsearch,DynamoDB,Android,AWS,Laravel,Spring,PHPStorm
18540,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Android,AWS,React.js,React.js,Android Studio
18541,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,Docker,AWS,Ruby on Rails,React.js,Vim
18542,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,AWS,AWS,Laravel,Laravel,PHPStorm
18544,HTML/CSS,C,Microsoft SQL Server,Cassandra,AWS,AWS,Django,Angular/Angular.js,Atom
18545,C#,Bash/Shell/PowerShell,Microsoft SQL Server,SQLite,Slack,Android,Angular/Angular.js,Vue.js,Visual Studio
18546,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
18550,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Couchbase,AWS,AWS,Spring,Spring,IntelliJ
18551,C,HTML/CSS,Microsoft SQL Server,MongoDB,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
18552,Java,Java,MySQL,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18557,JavaScript,JavaScript,Firebase,Elasticsearch,Docker,Docker,React.js,React.js,Visual Studio Code
18559,C#,C#,MariaDB,MariaDB,Docker,Docker,Angular/Angular.js,React.js,IntelliJ
18560,C,Clojure,Oracle,Cassandra,Slack,AWS,Angular/Angular.js,React.js,IntelliJ
18561,Go,C,Elasticsearch,Elasticsearch,Android,Android,Express,Express,Atom
18566,Go,C#,Elasticsearch,Elasticsearch,AWS,Docker,React.js,React.js,Visual Studio Code
18567,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,ASP.NET,Notepad++
18568,HTML/CSS,Java,Oracle,Elasticsearch,Linux,AWS,jQuery,Spring,IntelliJ
18569,HTML/CSS,C#,MySQL,Firebase,Android,Android,Angular/Angular.js,React.js,Android Studio
18570,HTML/CSS,Python,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18571,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18575,HTML/CSS,Java,MySQL,Other(s):,Windows,Arduino,Flask,Angular/Angular.js,Eclipse
18582,Bash/Shell/PowerShell,JavaScript,PostgreSQL,Elasticsearch,Android,Android,jQuery,React.js,Android Studio
18583,Java,Java,Firebase,Cassandra,Android,Android,Spring,Angular/Angular.js,Android Studio
18584,HTML/CSS,JavaScript,MySQL,MongoDB,AWS,Android,Angular/Angular.js,React.js,Vim
18585,HTML/CSS,HTML/CSS,Elasticsearch,Cassandra,Docker,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18587,C#,C#,Microsoft SQL Server,Firebase,Microsoft Azure,Android,ASP.NET,ASP.NET,Visual Studio
18588,C++,C++,MySQL,MySQL,Windows,Windows,ASP.NET,ASP.NET,Atom
18589,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Vue.js,Vue.js,Notepad++
18591,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,AWS,ASP.NET,Angular/Angular.js,IPython / Jupyter
18592,C#,TypeScript,Microsoft SQL Server,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18593,Bash/Shell/PowerShell,C,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18594,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Docker,jQuery,jQuery,Notepad++
18595,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,PostgreSQL,Android,Linux,Other(s):,Angular/Angular.js,IntelliJ
18597,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Slack,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
18600,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,AWS,ASP.NET,Angular/Angular.js,Visual Studio
18603,C#,C++,Microsoft SQL Server,DynamoDB,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Android Studio
18604,C#,SQL,Oracle,Cassandra,Windows,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Visual Studio
18605,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18606,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,AWS,AWS,jQuery,jQuery,Atom
18609,HTML/CSS,JavaScript,MongoDB,Elasticsearch,AWS,AWS,Express,Express,Visual Studio Code
18610,Go,Go,MariaDB,Cassandra,Linux,AWS,jQuery,Express,Visual Studio Code
18611,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Atom
18612,Java,Java,MySQL,Firebase,Android,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
18616,HTML/CSS,JavaScript,MariaDB,MongoDB,AWS,Docker,Laravel,Express,Eclipse
18617,Objective-C,Ruby,Firebase,Firebase,iOS,AWS,jQuery,Ruby on Rails,Visual Studio Code
18620,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Express,IntelliJ
18621,Go,Java,Cassandra,PostgreSQL,AWS,AWS,Express,Express,IntelliJ
18622,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,Docker,Docker,ASP.NET,ASP.NET,Visual Studio
18627,Go,Clojure,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,Express,Vim
18628,HTML/CSS,HTML/CSS,Microsoft SQL Server,Firebase,AWS,AWS,Drupal,Angular/Angular.js,Notepad++
18629,C++,Assembly,Cassandra,DynamoDB,Heroku,Android,Flask,Angular/Angular.js,Atom
18630,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,DynamoDB,AWS,Android,ASP.NET,Angular/Angular.js,Atom
18631,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
18633,Assembly,Objective-C,Firebase,Elasticsearch,Android,Docker,jQuery,Angular/Angular.js,Android Studio
18634,HTML/CSS,JavaScript,MySQL,Elasticsearch,Docker,AWS,jQuery,Angular/Angular.js,Notepad++
18642,HTML/CSS,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Linux,AWS,Other(s):,React.js,IntelliJ
